id,date,lat,long,initGovt,initRebel,initCiv,initOther,targetGovt,targetRebel,targetCiv,targetOther,direct,name,areaSqKm,boundary
2025,19700716,54.599672,-5.928067,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2027,19700725,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2028,19700731,54.584446,-5.857833,1,0,0,0,0,0,1,0,0,Belfast East,49.63733114,0
2029,19700731,54.611885,-5.934189,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2030,19700731,54.61502457,-5.959821224,0,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2031,19700803,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2032,19700804,54.18859863,-6.361060143,0,0,1,0,0,0,1,0,0,Armagh,1368.053543,0
2033,19700805,54.57318115,-5.991569996,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2034,19700805,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2035,19700808,54.6559906,-5.933694839,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,1
2036,19700812,54.604241,-5.951927,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2037,19700831,54.595854,-5.954910008,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2038,19700901,54.46371841,-6.320569992,1,0,0,0,0,0,1,0,0,South Down,1797.012474,0
2039,19700904,54.5965004,-5.955880165,0,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2040,19700915,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2041,19700921,54.61523056,-6.669256687,0,0,1,0,0,0,1,0,0,Mid Ulster,2757.272662,0
2042,19700929,54.603552,-5.958272,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2043,19701008,54.6559906,-5.933694839,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,1
2044,19701009,54.34339905,-7.634819984,0,0,1,0,0,0,1,0,0,Fermanagh and South Tyrone,3064.088904,0
2045,19701012,54.6559906,-5.933694839,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,1
2046,19701029,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2047,19701029,54.5965004,-5.955880165,0,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2048,19701102,54.599272,-5.934594,0,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2049,19701106,54.72869873,-5.820970058,0,0,0,0,0,0,1,0,1,South Antrim,938.1374447,0
2050,19701117,54.630425,-5.973151,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,1
2051,19701223,54.581946,-6.029732,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,0
2052,19701223,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2053,19710121,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2054,19710127,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2055,19710129,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2056,19710203,54.600551,-5.957313,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2057,19710204,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2058,19710204,54.61832505,-5.91380473,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2059,19710205,54.630425,-5.973151,0,0,1,0,0,0,1,0,1,South Antrim,938.1374447,1
2060,19710206,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2061,19710206,54.61523056,-6.669256687,0,0,1,0,0,0,1,0,0,Mid Ulster,2757.272662,0
2062,19710207,54.634902,-6.13847,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,0
2063,19710208,54.611885,-5.934189,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,0
2064,19710208,54.61523056,-6.669256687,0,0,1,0,0,0,1,0,0,Mid Ulster,2757.272662,0
2065,19710208,54.66257858,-6.21736002,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,0
2066,19710226,54.59758,-5.922723,1,0,0,0,0,0,1,0,0,Belfast East,49.63733114,1
2067,19710227,54.580821,-5.989876,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2068,19710305,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2069,19710317,54.601393,-5.957838,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2070,19710330,54.592696,-5.984433,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2071,19710409,54.6559906,-5.933694839,0,0,1,0,0,0,1,0,1,South Antrim,938.1374447,1
2072,19710416,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2073,19710428,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2074,19710429,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2075,19710501,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2076,19710505,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2077,19710508,54.596306,-5.898515,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,0
2078,19710509,54.604241,-5.951927,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2079,19710530,54.18859863,-6.361060143,1,0,0,0,0,0,1,0,0,Armagh,1368.053543,0
2080,19710611,54.37319183,-6.359360218,0,0,1,0,0,0,1,0,0,South Down,1797.012474,0
2081,19710612,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2082,19710627,54.612644,-5.961217,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,0
2083,19710703,54.51440048,-6.055980206,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,0
2084,19710704,54.51440048,-6.055980206,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,0
2085,19710704,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2086,19710706,54.42554855,-6.438469887,0,0,1,0,0,0,1,0,0,Armagh,1368.053543,0
2087,19710706,54.589203,-5.967681,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2088,19710708,54.99810028,-7.30934,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2089,19710712,54.56085968,-5.985770226,0,0,1,0,0,0,1,0,0,Belfast South,24.27765275,1
2090,19710719,54.47333145,-6.142730236,0,0,1,0,0,0,1,0,1,South Down,1797.012474,1
2091,19710721,54.595664,-5.953938,0,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2092,19710721,54.596348,-5.949322,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2093,19710807,54.59904128,-5.948855904,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2094,19710807,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2095,19710809,54.558325,-6.024407,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,1
2096,19710809,54.56965734,-6.00080361,1,0,0,0,0,0,1,0,1,Belfast South,24.27765275,1
2097,19710809,54.571279,-5.990463,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2098,19710809,54.57470834,-5.99739388,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2099,19710809,54.57470834,-5.99739388,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2100,19710809,54.59027738,-5.99284852,1,0,0,0,0,0,1,0,1,South Antrim,938.1374447,1
2101,19710809,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2102,19710809,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2103,19710809,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2104,19710809,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2105,19710809,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2106,19710809,54.59661188,-5.98391774,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2107,19710809,54.59661188,-5.98391774,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2108,19710809,54.59938039,-5.982182304,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2109,19710809,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2110,19710809,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2111,19710809,54.600866,-5.981815,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2112,19710809,54.601781,-5.963462,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2113,19710809,54.601781,-5.963462,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2114,19710809,54.601781,-5.963462,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2115,19710809,54.601781,-5.963462,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2116,19710809,54.614714,-5.96595,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2117,19710809,54.61503,-5.952737,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2118,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2119,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2120,19710809,54.61523056,-6.669256687,0,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2121,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2122,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2123,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2124,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2125,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2126,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2127,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2128,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2129,19710809,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2130,19710809,54.61569,-5.963438,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2131,19710809,54.61583967,-5.9165453,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2132,19710809,54.61583967,-5.9165453,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2133,19710809,54.616409,-5.962864,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2134,19710809,54.61783115,-5.96404562,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2135,19710809,54.61900158,-5.91298891,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2136,19710809,54.61967811,-5.9121731,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2137,19710809,54.99240489,-7.325998192,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2138,19710810,54.34640121,-6.656970024,1,0,0,0,0,0,1,0,0,Armagh,1368.053543,0
2139,19710810,54.59119588,-5.90257645,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,0
2140,19710810,54.59119588,-5.90257645,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,0
2141,19710810,54.592696,-5.984433,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2142,19710810,54.59450713,-5.987724874,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2143,19710810,54.60432144,-5.953147505,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2144,19710811,54.57530295,-5.95662681,0,0,1,0,0,0,1,0,0,Belfast South,24.27765275,1
2145,19710811,54.59317759,-5.90379417,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,0
2146,19710811,54.593617,-5.974578,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2147,19710811,54.59585812,-5.954902657,0,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2148,19710811,54.59628788,-5.981344551,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2149,19710811,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2150,19710811,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2151,19710811,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2152,19710811,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2153,19710812,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2154,19710812,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2155,19710812,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2156,19710812,54.61832505,-5.91380473,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2157,19710813,54.588396,-5.970131,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2158,19710813,54.588396,-5.970131,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2159,19710813,54.59262722,-5.96417552,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2160,19710813,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2161,19710818,54.6559906,-5.933694839,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,1
2162,19710818,54.6559906,-5.933694839,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,1
2163,19710819,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2164,19710822,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2165,19710828,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2166,19710830,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2167,19710901,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2168,19710903,54.18859863,-6.361060143,0,0,1,0,0,0,1,0,0,Armagh,1368.053543,0
2169,19710903,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2170,19710906,54.61523056,-6.669256687,0,0,1,0,0,0,1,0,0,Mid Ulster,2757.272662,0
2171,19710906,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2172,19710906,54.998144,-7.326164,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2173,19710909,54.99810028,-7.30934,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2174,19710914,54.599659,-5.93238,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2175,19710914,54.995347,-7.337796,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2176,19710916,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2177,19710920,54.591478,-5.936843,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2178,19710922,54.55305862,-5.968530178,0,0,1,0,0,0,1,0,0,Belfast South,24.27765275,0
2179,19710923,54.585424,-5.974594,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2180,19710924,54.588396,-5.970131,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2181,19710929,54.604241,-5.951927,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2182,19710930,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2183,19710930,54.605799,-5.954972,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2184,19711001,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2185,19711002,54.61502457,-5.959821224,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,0
2186,19711003,54.585424,-5.974594,0,0,0,1,0,0,1,0,0,Belfast West,10.69025471,1
2187,19711003,54.588396,-5.970131,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2188,19711003,54.99810028,-7.30934,1,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2189,19711004,54.57318115,-5.991569996,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2190,19711006,54.588396,-5.970131,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2191,19711009,54.598293,-5.939053,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2192,19711011,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2193,19711012,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2194,19711012,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2195,19711013,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2196,19711016,54.599931,-5.91204,1,0,0,0,0,0,1,0,0,Belfast East,49.63733114,1
2197,19711019,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2198,19711019,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2199,19711021,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2200,19711023,54.1887207,-6.362110138,1,0,0,0,0,0,1,0,1,Armagh,1368.053543,0
2201,19711023,54.1887207,-6.362110138,1,0,0,0,0,0,1,0,1,Armagh,1368.053543,0
2202,19711023,54.1887207,-6.362110138,1,0,0,0,0,0,1,0,1,Armagh,1368.053543,0
2203,19711023,54.585424,-5.974594,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2204,19711024,54.175268,-6.33802,1,0,0,0,0,0,1,0,0,Armagh,1368.053543,1
2205,19711024,54.18859863,-6.361060143,0,0,1,0,0,0,1,0,0,Armagh,1368.053543,0
2206,19711024,54.598172,-5.930264,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2207,19711025,54.57318115,-5.991569996,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2208,19711026,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2209,19711028,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2210,19711028,54.616946,-5.958836,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2211,19711029,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2212,19711031,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2213,19711102,54.589927,-5.925005,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,1
2214,19711103,54.613674,-5.948206,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2215,19711104,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2216,19711104,54.61502457,-5.959821224,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2217,19711106,54.991598,-7.34534,1,0,0,0,0,0,1,0,1,Londonderry,1526.103519,0
2218,19711109,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2219,19711110,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2220,19711111,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2221,19711112,54.544027,-5.962054,1,0,0,0,0,0,1,0,0,Belfast South,24.27765275,1
2222,19711113,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2223,19711114,54.59272116,-5.96194118,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2224,19711114,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2225,19711115,54.6559906,-5.933694839,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,1
2226,19711117,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2227,19711118,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2228,19711118,54.61523056,-6.669256687,1,0,0,0,0,0,1,0,1,Mid Ulster,2757.272662,0
2229,19711119,54.6559906,-5.933694839,0,0,1,0,0,0,1,0,0,South Antrim,938.1374447,1
2230,19711120,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2231,19711121,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2232,19711122,54.46371841,-6.320569992,0,0,1,0,0,0,1,0,0,South Down,1797.012474,0
2233,19711122,54.57318115,-5.991569996,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2234,19711126,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2235,19711126,54.597821,-5.936269,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2236,19711126,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2237,19711129,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2238,19711201,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2239,19711201,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2240,19711201,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2241,19711201,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2242,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2243,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2244,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2245,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2246,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2247,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2248,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2249,19711203,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2250,19711203,54.599062,-5.938804,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2251,19711203,54.61523056,-6.669256687,0,0,1,0,0,0,1,0,0,Mid Ulster,2757.272662,0
2252,19711204,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2253,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2254,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2255,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2256,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2257,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2258,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2259,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2260,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2261,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2262,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2263,19711204,54.611902,-5.926704,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,1
2264,19711204,54.611902,-5.926704,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2265,19711204,54.614815,-5.92626,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2266,19711204,54.614815,-5.92626,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2267,19711204,54.614815,-5.92626,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2268,19711204,54.614815,-5.92626,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
2269,19711206,54.591317,-5.932916,0,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2270,19711207,54.604123,-5.974646,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2271,19711209,54.176946,-6.341837,0,0,1,0,0,0,1,0,0,Armagh,1368.053543,1
2272,19711210,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2273,19711210,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2274,19711210,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2275,19711211,54.604241,-5.951927,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,1
2276,19711214,54.5965004,-5.955880165,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2277,19711214,54.6559906,-5.933694839,1,0,0,0,0,0,1,0,1,South Antrim,938.1374447,1
2278,19711214,54.6559906,-5.933694839,1,0,0,0,0,0,1,0,0,South Antrim,938.1374447,1
2279,19711217,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2280,19711218,54.99810028,-7.30934,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2281,19711218,55.0320015,-7.292570114,0,0,1,0,0,0,1,0,0,Londonderry,1526.103519,0
2282,19711220,54.612644,-5.961217,0,0,1,0,0,0,1,0,0,Belfast North,23.29125962,0
2283,19711221,54.576427,-5.954082,0,0,1,0,0,0,1,0,0,Belfast South,24.27765275,1
2284,19711222,54.604011,-5.926859,1,0,0,0,0,0,1,0,1,Belfast North,23.29125962,1
2285,19711222,54.99810028,-7.30934,0,0,0,0,0,0,1,0,0,Londonderry,1526.103519,0
2286,19711225,54.573222,-5.977469,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2287,19711227,54.585424,-5.974594,0,0,1,0,0,0,1,0,0,Belfast West,10.69025471,1
2288,19711227,54.600756,-5.969522,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2289,19711228,54.599931,-5.91204,0,0,1,0,0,0,1,0,0,Belfast East,49.63733114,1
2290,19720101,54.34640121,-6.656970024,1,0,0,0,0,0,1,0,1,Armagh,1368.053543,0
2291,19720105,54.57441685,-5.99258156,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2292,19720105,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,0,Belfast West,10.69025471,1
2293,19720105,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2294,19720107,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2295,19720107,54.5965004,-5.955880165,1,0,0,0,0,0,1,0,1,Belfast West,10.69025471,1
2296,19720108,54.63314801,-5.922931609,1,0,0,0,0,0,1,0,0,Belfast North,23.29125962,0
