"","name","year","id","initGovt","initRebel","initOther","targetCiv","direct","religion","governance","polNet","employment","stdLiving","clubs","yearsSince1969","govtAttacks","rebelAttacks","loyalistAttacks","govtAll","rebelAll","loyalistAll"
"98","Armagh",1972,6273,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"99","Armagh",1972,6304,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"100","Armagh",1972,5580,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"101","Armagh",1972,2561,1,0,0,1,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"102","Armagh",1972,4822,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"103","Armagh",1972,5734,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"104","Armagh",1972,6194,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"105","Armagh",1972,116,0,1,0,1,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"106","Armagh",1972,2411,1,0,0,1,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"107","Armagh",1972,5437,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"108","Armagh",1972,112,0,1,0,1,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"109","Armagh",1972,870,0,1,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"110","Armagh",1972,743,0,1,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"111","Armagh",1972,5345,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"112","Armagh",1972,704,0,1,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"113","Armagh",1972,6205,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"114","Armagh",1972,5600,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"115","Armagh",1972,83,0,1,0,1,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"116","Armagh",1972,4798,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"117","Armagh",1972,6204,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"118","Armagh",1972,5022,0,0,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"119","Armagh",1972,5344,1,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"120","Armagh",1972,4768,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"121","Armagh",1972,5603,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"122","Armagh",1972,5481,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"123","Armagh",1972,5765,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"124","Armagh",1972,5889,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"125","Armagh",1972,5482,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"126","Armagh",1972,4633,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"127","Armagh",1972,5688,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"128","Armagh",1972,703,0,1,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"129","Armagh",1972,6206,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"130","Armagh",1972,5720,1,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"131","Armagh",1972,872,0,1,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"132","Armagh",1972,4797,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"133","Armagh",1972,802,0,1,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
